"";"ICD-10";"PQI_num";"PQI_lab";"ICD-10-label";"Classification";"PQI_Composite";"Composite_label"
"777";"E1141";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic mononeuropathy";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"778";"E1141";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic mononeuropathy";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"779";"E1141";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic mononeuropathy";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"780";"E10341";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACDIALD";NA;NA
"781";"E10341";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";NA;NA
"782";"P271";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Bronchopulmonary dysplasia originating in the perinatal period";"RESPAN";NA;NA
"783";"Q6410";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Exstrophy of urinary bladder, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"784";"Q6410";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Exstrophy of urinary bladder, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"785";"Q390";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Atresia of esophagus without fistula";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"786";"Q390";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Atresia of esophagus without fistula";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"787";"E103393";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"788";"E103393";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"789";"E103393";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"790";"E103393";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"791";"E103393";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"792";"E103393";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, bilateral";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"793";"E11341";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACDIALD";NA;NA
"794";"E11341";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";NA;NA
"795";"Q336";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Congenital hypoplasia and dysplasia of lung";"RESPAN";NA;NA
"796";"Q604";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal hypoplasia, bilateral";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"797";"Q604";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal hypoplasia, bilateral";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"798";"Q312";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Laryngeal hypoplasia";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"799";"Q312";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Laryngeal hypoplasia";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"800";"E1142";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic polyneuropathy";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"801";"E1142";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic polyneuropathy";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"802";"E1142";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic polyneuropathy";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"803";"E1142";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic polyneuropathy";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"804";"E1142";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic polyneuropathy";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"805";"E1142";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic polyneuropathy";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"806";"E103411";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";NA;NA
"807";"E103411";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";NA;NA
"808";"P278";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Other chronic respiratory diseases originating in the perinatal period";"RESPAN";NA;NA
"809";"Q6411";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Supravesical fissure of urinary bladder";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"810";"Q6411";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Supravesical fissure of urinary bladder";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"811";"Q391";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Atresia of esophagus with tracheo-esophageal fistula";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"812";"Q391";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Atresia of esophagus with tracheo-esophageal fistula";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"813";"E103399";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"814";"E103399";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"815";"E103399";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"816";"E103399";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"817";"E103399";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"818";"E103399";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with moderate nonproliferative diabetic retinopathy without macular edema, unspecified eye";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"819";"E113411";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";NA;NA
"820";"E113411";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";NA;NA
"821";"Q338";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Other congenital malformations of lung";"RESPAN";NA;NA
"822";"Q605";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal hypoplasia, unspecified";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"823";"Q605";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Renal hypoplasia, unspecified";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"824";"Q313";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Laryngocele";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"825";"Q313";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Laryngocele";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"826";"E1143";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"827";"E1143";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"828";"E1143";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"829";"E1143";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"830";"E1143";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"831";"E1143";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic autonomic (poly)neuropathy";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"832";"E103412";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye";"ACDIALD";NA;NA
"833";"E103412";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye";"ACSLEAD";NA;NA
"834";"P279";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Unspecified chronic respiratory disease originating in the perinatal period";"RESPAN";NA;NA
"835";"Q6412";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Cloacal exstrophy of urinary bladder";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"836";"Q6412";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Cloacal exstrophy of urinary bladder";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"837";"Q392";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital tracheo-esophageal fistula without atresia";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"838";"Q392";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital tracheo-esophageal fistula without atresia";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"839";"E10341";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"840";"E10341";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"841";"E10341";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"842";"E10341";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"843";"E10341";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"844";"E10341";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"845";"E113412";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye";"ACDIALD";NA;NA
"846";"E113412";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, left eye";"ACSLEAD";NA;NA
"847";"Q339";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Congenital malformation of lung, unspecified";"RESPAN";NA;NA
"848";"Q606";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Potters syndrome";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"849";"Q606";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Potters syndrome";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"850";"Q315";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital laryngomalacia";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"851";"Q315";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital laryngomalacia";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"852";"E1144";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic amyotrophy";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"853";"E1144";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic amyotrophy";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"854";"E1144";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic amyotrophy";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"855";"E1144";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic amyotrophy";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"856";"E1144";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic amyotrophy";"ACSLEAD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"857";"E1144";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 2 diabetes mellitus with diabetic amyotrophy";"ACSLEAD";"PQI_90";"Prevention_Quality_Overall_Composite"
"858";"E103413";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral";"ACDIALD";NA;NA
"859";"E103413";"PQI_03";"Diabetes_Long-term_Complications_Admission_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, bilateral";"ACSLEAD";NA;NA
"860";"Q254";"PQI_05";"Chronic_Obstructive_Pulmonary_Disease_(COPD)_or_Asthma_in_Older_Adults_Admission_Rate";"Other congenital malformations of aorta";"RESPAN";NA;NA
"861";"Q6419";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other exstrophy of urinary bladder";"KIDNEY";"PQI_91";"Prevention_Quality_Acute_Composite"
"862";"Q6419";"PQI_12";"Urinary_Tract_Infection_Admission_Rate";"Other exstrophy of urinary bladder";"KIDNEY";"PQI_90";"Prevention_Quality_Overall_Composite"
"863";"Q393";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital stenosis and stricture of esophagus";"RESPAN";"PQI_92";"Prevention_Quality_Chronic_Composite"
"864";"Q393";"PQI_15";"Asthma_in_Younger_Adults_Admission_Rate";"Congenital stenosis and stricture of esophagus";"RESPAN";"PQI_90";"Prevention_Quality_Overall_Composite"
"865";"E103411";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
"866";"E103411";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";"PQI_92";"Prevention_Quality_Chronic_Composite"
"867";"E103411";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACDIALD";"PQI_90";"Prevention_Quality_Overall_Composite"
"868";"E103411";"PQI_16";"Lower_Extremity_Amputation_among_Patients_with_Diabetes_Rate";"Type 1 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema, right eye";"ACSLEAD";"PQI_93";"Prevention_Quality_Diabetes_Composite"
